active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,phu_id,phu,phu_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,temporarily_closed,pharmacy,community_lab,assessment_centre,email,online_appointments,phone_appointments,symptomatic,general_population,age_threshold,weeks_pregnant,french_language_services,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr
,815,Wal-Mart Pharmacy,,,,Brockville,1942 Parkdale Avenue,,K6V 7N4,ON,44.6153034,-75.6864368,,"Leeds,Grenville, and Lanark District Health Unit",,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,816,Costco Pharmacy,,,,London,693 Wonderland Road North,,N6H 4L1,ON,42.9873585,-81.2928005,,Middlesex-London Health Unit,,,https://b.telehippo.com/o/w530,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,,Yes,No,,,,,Yes,,,,https://b.telehippo.com/o/w530,Yes,,,,,,,,,,,,
,817,Shoppers Drug Mart,,,,London,603 Fanshawe Park Road West,,N6G 5B3,ON,43.019909,-81.310366,,Middlesex-London Health Unit,,,https://covid-19.shoppersdrugmart.ca/,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,,Yes,No,,,,,Yes,,,,https://covid-19.shoppersdrugmart.ca/,Yes,,,,,,,,,,,,
,818,Shoppers Drug Mart,,,,Niagara Falls,3701 Portage Road Unit 1,,L2J 2K8,ON,43.119223,-79.101023,,Niagara Region Public Health Department,,,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-21:00,10:00-18:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,819,Costco Pharmacy,,,,Niagara Falls,7500 Pin Oak Drive,,L2H 2E9,ON,43.0659356,-79.1301825,,Niagara Region Public Health Department,,,https://b.telehippo.com/o/w01362,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,,Yes,No,,,,,Yes,,,,https://b.telehippo.com/o/w01362,Yes,,,,,,,,,,,,
,820,Shoppers Drug Mart,,,,Grimsby,42 St. Andrews Avenue Unit 1,,L3M 3S2,ON,43.1966959,-79.5677928,,Niagara Region Public Health Department,,,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,821,Boggio Pharmacy Ltd,,,,Port Colborne,200 Catharine Street,,L3K 4K8,ON,42.885421,-79.25292,,Niagara Region Public Health Department,,,https://boggiopharmacy.medmeapp.ca,08:30-20:00,08:30-20:00,08:30-18:00,08:30-20:00,08:30-20:00,09:00-17:00,closed,,Yes,No,,,,,Yes,,,,https://boggiopharmacy.medmeapp.ca,Yes,,,,,,,,,,,,
,822,Simpson's Pharmacy,,,,Virgil,1882 Niagara Stone Road,,L0S 1T0,ON,43.2358232,-79.1075524,,Niagara Region Public Health Department,,,https://simpsonspharmacy.medmeapp.com/schedule/,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,closed,,Yes,No,,,,,Yes,,,,https://simpsonspharmacy.medmeapp.com/schedule/,Yes,,,,,,,,,,,,
,823,Shoppers Drug Mart,,,,Welland,800 Niagara Street North Unit H2,,L3C 5Z4,ON,43.015025,-79.24827,,Niagara Region Public Health Department,,905-735-7525,https://stores.shoppersdrugmart.ca/en/store/793/,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,https://stores.shoppersdrugmart.ca/en/store/793/,Yes,,,,,,,,,,,,
,824,Boggio & Edwards Ridgeway IDA,,,,Ridgeway,307 Ridge Road North,,L0S 1N0,ON,42.883146,-79.052279,,Niagara Region Public Health Department,,905-894-2200,https://boggioedwards.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-17:00,10:00-20:30,,Yes,No,,,,,Yes,,,,https://boggioedwards.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,825,Shoppers Drug Mart,,,,St. Catharines,387 Scott Street Unit 1,,L2M 3W2,ON,43.190493,-79.226638,,Niagara Region Public Health Department,,,http://www.shoppersdrugmart.ca/covid19,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,,Yes,No,,,,,Yes,,,,http://www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,826,Wal-Mart Pharmacy,,,,Niagara Falls,7481 Oakwood Drive,,L2E 6S5,ON,43.067678,-79.119351,,Niagara Region Public Health Department,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,827,Shoppers Drug Mart,,,,Niagara Falls,5125 Montrose Road,,L2H 1K7,ON,43.09992,-79.124507,,Niagara Region Public Health Department,,905-357-1100,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,828,Rexall,,,,Beamsville,4486 Ontario Street,,L0R 1B5,ON,43.174955,-79.477691,,Niagara Region Public Health Department,,905-563-7922,https://www.rexall.ca/covid-19/vaccines,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,829,Rx Drug Mart,,,,Smithville,144 Griffin Street,,L0R 2A0,ON,43.098887,-79.546132,,Niagara Region Public Health Department,,905-957-3943,https://rxdrugmartsmithville.medmeapp.ca/schedule,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://rxdrugmartsmithville.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,830,Boggio & Mackinnon Pharmacy,,,,Niagara Falls,6680 Drummond Road,,L2G 4P1,ON,43.078249,-79.097075,,Niagara Region Public Health Department,,,https://boggiomackinnonpharmacy.medmeapp.ca/schedule,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-17:00,10:00-16:00,,Yes,No,,,,,Yes,,,,https://boggiomackinnonpharmacy.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,831,Rexall,,,,Niagara Falls,6484 Lundy's Lane,,L2G 1T6,ON,43.088634,-79.102845,,Niagara Region Public Health Department,,,https://www.rexall.ca/covid-19/vaccines,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-18:00,08:00-18:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,832,Wal-Mart Pharmacy,,,,St. Catharines,420 Vansickle Road,,L2R 6P9,ON,43.151766,-79.26811,,Niagara Region Public Health Department,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,833,Loblaw Pharmacy,,,,Welland,821 Niagara Street North,,L3C 1M4,ON,43.017251,-79.25167,,Niagara Region Public Health Department,,,www.zehrs.ca/covid19,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.zehrs.ca/covid19,Yes,,,,,,,,,,,,
,834,Rexall,,,,Welland,399 King Street,,L3B 3K4,ON,42.9830303,-79.2517848,,Niagara Region Public Health Department,,,https://www.rexall.ca/covid-19/vaccines,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,835,Loblaw Pharmacy,,,,St. Catharines,221 Glendale Avenue,,L2T 2K9,ON,43.134293,-79.225582,,Niagara Region Public Health Department,,,www.zehrs.ca/covid19,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.zehrs.ca/covid19,Yes,,,,,,,,,,,,
,836,Rexall,,,,Fort Erie,310 Garrison Road Unit C,,L2A 1M7,ON,42.905522,-78.9286557,,Niagara Region Public Health Department,,,https://www.rexall.ca/covid-19/vaccines,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-17:00,09:00-17:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,837,Simpson's Apothecary,,,,Niagara On The Lake,233 King Street Unit 2,,L0S 1J0,ON,43.254006,-79.071911,,Niagara Region Public Health Department,,,https://simpsonsapothecary.medmeapp.com/schedule/,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,09:30-18:00,10:00-17:00,11:00-15:00,,Yes,No,,,,,Yes,,,,https://simpsonsapothecary.medmeapp.com/schedule/,Yes,,,,,,,,,,,,
,838,Crescent Park Pharmacy,,,,Fort Erie,1264 Garrison Road Unit 5,,L2A 1P1,ON,42.905273,-78.961967,,Niagara Region Public Health Department,,,https://pharmasave.com/fort-erie/,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,10:00-16:00,closed,,Yes,No,,,,,Yes,,,,https://pharmasave.com/fort-erie/,Yes,,,,,,,,,,,,
,839,Loblaw Pharmacy,,,,Sturgeon Falls,12035 Highway #17,,P2B 2S6,ON,46.367147,-79.908274,,North Bay-Parry Sound District Health Unit,,,www.nofrills.ca/covid19,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,09:00-17:30,09:00-17:30,,Yes,No,,,,,Yes,,,,www.nofrills.ca/covid19,Yes,,,,,,,,,,,,
,840,Wal-Mart Pharmacy,,,,North Bay,1500 Fisher Street,,P1B 2H3,ON,46.315756,-79.439882,,North Bay-Parry Sound District Health Unit,,,www.covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,www.covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,841,Northern Shores Pharmacy,,,,North Bay,10 Maplewood Avenue,,P1B 5H2,ON,46.328406,-79.464894,,North Bay-Parry Sound District Health Unit,,705-474-9999,https://www.pharmachoice.com/locations/northern-shores/,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,https://www.pharmachoice.com/locations/northern-shores/,Yes,,,,,,,,,,,,
,842,Shoppers Drug Mart,,,,Dryden,25 Duke Street,,P8N 1E6,ON,49.782799,-92.839838,,Northwestern Health Unit,,,www.shoppersdrugmart.ca/covid-19,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,10:00-18:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid-19,Yes,,,,,,,,,,,,
,843,Loblaw Pharmacy,,,,Kenora,538 Park Street,,P9N 1A1,ON,49.767331,-94.4864777,,Northwestern Health Unit,,807-468-1868,www.nofrills.ca/pharmacy,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,10:00-18:00,,Yes,No,,,,,Yes,,,,www.nofrills.ca/pharmacy,Yes,,,,,,,,,,,,
,844,Pharmasave Fort Frances,,,,Fort Frances,140 Scott Street,,P9A 1G6,ON,48.6102783,-93.4011574,,Northwestern Health Unit,,807-274-5383,,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-15:00,09:00-14:00,,Yes,No,,,,,Yes,,,,,Yes,,,,,,,,,,,,
,845,Costco Pharmacy,,,,Gloucester,1405 Blair Towers Place,,K1J 1A5,ON,45.4352989,-75.6032793,,Ottawa Public Health,,,https://b.telehippo.com/o/w01362,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,,Yes,No,,,,,Yes,,,,https://b.telehippo.com/o/w01362,Yes,,,,,,,,,,,,
,846,Costco Pharmacy,,,,Kanata,770 Silver Seven Road,,K2V 1A5,ON,45.302697,-75.913136,,Ottawa Public Health,,,https://b.telehippo.com/o/w541,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,,Yes,No,,,,,Yes,,,,https://b.telehippo.com/o/w541,Yes,,,,,,,,,,,,
,847,Shoppers Drug Mart,,,,Kanata,499 Terry Fox Drive Unit 10,,K2T 1H7,ON,45.311351,-75.918891,,Ottawa Public Health,,613-271-9790,www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,848,Costco Pharmacy,,,,Nepean,4315 Strandherd Drive,,K2J 6E5,ON,45.268888,-75.784267,,Ottawa Public Health,,,https://b.telehippo.com/o/w01263,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,,Yes,No,,,,,Yes,,,,https://b.telehippo.com/o/w01263,Yes,,,,,,,,,,,,
,849,Kanata Pharmasave,,,,Kanata,99 Kakulu Road Unit 101,,K2L 3C8,ON,45.304252,-75.894611,,Ottawa Public Health,,,https://kanatapharmasave.medmeapp.ca/schedule,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-15:00,10:00-15:00,,Yes,No,,,,,Yes,,,,https://kanatapharmasave.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,850,Shoppers Drug Mart,,,,Nepean,3781 Strandherd Drive,,K2J 5M4,ON,45.268219,-75.751162,,Ottawa Public Health,,613-825-9151,https://www1.shoppersdrugmart.ca/en/home,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,,Yes,No,,,,,Yes,,,,https://www1.shoppersdrugmart.ca/en/home,Yes,,,,,,,,,,,,
,851,Paul's Pharmasave,,,,Manotick,990 River Road,,K4M 1B9,ON,45.233896,-75.677275,,Ottawa Public Health,,,https://paulspharmasave.medmeapp.ca/schedule,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-17:00,10:00-16:00,,Yes,No,,,,,Yes,,,,https://paulspharmasave.medmeapp.ca/schedule,Yes,,,,,,,,,,,,
,852,The Drug Store Pharmacy,,,,Gloucester,1619 Orleans Boulevard,,K1C 7E2,ON,45.3574242,-75.6567084,,Ottawa Public Health,,,www.Yourindependentgrocer.ca/covid19,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,09:00-18:00,09:00-17:00,,Yes,No,,,,,Yes,,,,www.Yourindependentgrocer.ca/covid19,Yes,,,,,,,,,,,,
,853,Shoppers Drug Mart,,,,Kanata,680 Eagleson Road,,K2M 2G9,ON,45.287349,-75.868481,,Ottawa Public Health,,,https://www1.shoppersdrugmart.ca/en/home,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www1.shoppersdrugmart.ca/en/home,Yes,,,,,,,,,,,,
,854,The Drug Store Pharmacy,,,,Ottawa,3201 Greenbank Road,,K2J 4H9,ON,45.267991,-75.743606,,Ottawa Public Health,,,www.Loblaws.ca/covid19,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,www.Loblaws.ca/covid19,Yes,,,,,,,,,,,,
,855,Loblaw Pharmacy,,,,Ottawa,4270 Innes Road,,K4A 5E6,ON,45.456664,-75.494398,,Ottawa Public Health,,613-824-5448,www.Realcanadiansuperstore.ca/covid19,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-18:00,08:00-16:00,,Yes,No,,,,,Yes,,,,www.Realcanadiansuperstore.ca/covid19,Yes,,,,,,,,,,,,
,856,Loblaw Pharmacy,,,,Nepean,1980 Baseline Road,,K2C 0C6,ON,45.35159,-75.759273,,Ottawa Public Health,,,www.Loblaws.ca/covid19,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,www.Loblaws.ca/covid19,Yes,,,,,,,,,,,,
,857,Rexall,,,,Ottawa,2525 Carling Avenue,,K2B 7Z2,ON,45.3644793,-75.7865939,,Ottawa Public Health,,,https://www.rexall.ca/covid-19/vaccines,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,858,Centrepointe Gabriel Drugs,,,,Nepean,117 Centrepointe Drive,,K2G 5X3,ON,45.342897,-75.762552,,Ottawa Public Health,,,www.gabrielpharmacy.com,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,09:00-17:00,10:00-15:00,,Yes,No,,,,,Yes,,,,www.gabrielpharmacy.com,Yes,,,,,,,,,,,,
,859,Shoppers Drug Mart,,,,Ottawa,410 Richmond Road,,K2A 4C4,ON,45.390428,-75.756964,,Ottawa Public Health,,,www.shoppersdrugmart.ca/covid19,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,860,Wal-Mart Pharmacy,,,,Gloucester,1980 Ogilvie Road Unit 171,,K1J 9L3,ON,45.4315369,-75.611126,,Ottawa Public Health,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,861,Loblaw Pharmacy,,,,Nepean,200 Grant Carman Drive,,K2E 7Z8,ON,45.3512,-75.730771,,Ottawa Public Health,,,www.Yourindependentgrocer.ca/covid19,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,09:00-17:00,10:00-18:00,,Yes,No,,,,,Yes,,,,www.Yourindependentgrocer.ca/covid19,Yes,,,,,,,,,,,,
,862,Rexall,,,,Ottawa,1725 Walkley Road Unit C,,K1V 2P6,ON,45.377859,-75.645966,,Ottawa Public Health,,,https://www.rexall.ca/covid-19/vaccines,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,,Yes,No,,,,,Yes,,,,https://www.rexall.ca/covid-19/vaccines,Yes,,,,,,,,,,,,
,863,The Drug Store Pharmacy,,,,Nepean,59A Robertson Road,,K2H 5Y9,ON,45.324321,-75.8351638,,Ottawa Public Health,,,www.Loblaws.ca/covid19,07:00-18:00,07:00-18:00,07:00-18:00,07:00-18:00,07:00-18:00,09:00-18:00,09:00-17:00,,Yes,No,,,,,Yes,,,,www.Loblaws.ca/covid19,Yes,,,,,,,,,,,,
,864,Wal-Mart Pharmacy,,,,Kanata,5357 Fernbank Road,,K2S 0T7,ON,45.275173,-75.872333,,Ottawa Public Health,,613-831-8142,www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
,865,Shoppers Drug Mart,,,,Ottawa,322 Rideau Street,,K1N 5Y5,ON,45.428988,-75.684582,,Ottawa Public Health,,,www.shoppersdrugmart.ca/covid19,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,866,Crown Pointe Pharmacy,,,,Orleans,900 Watters Road Unit 13,,K4A 0B4,ON,45.482222,-75.47316,,Ottawa Public Health,,613-590-0230,https://pharmaconnect.ca/appointment/699ba399-06b2-45cc-ab93-c2478bc7841f,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-15:00,closed,,Yes,No,,,,,Yes,,,,https://pharmaconnect.ca/appointment/699ba399-06b2-45cc-ab93-c2478bc7841f,Yes,,,,,,,,,,,,
,867,Pharmasave Cyril Pharmacy,,,,Ottawa,1795 Kilborn Avenue,,K1H 6N1,ON,45.3880924,-75.6450722,,Ottawa Public Health,,,https://pharmasave.com/ottawa-cyril/,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,10:00-16:00,closed,,Yes,No,,,,,Yes,,,,https://pharmasave.com/ottawa-cyril/,Yes,,,,,,,,,,,,
,868,The Drugstore Pharmacy,,,,Ottawa,2681 Alta Vista Drive,,K1V 7T5,ON,45.372213,-75.663048,,Ottawa Public Health,,,www.Yourindependentgrocer.ca/Covid19,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,09:00-17:00,09:00-17:00,,Yes,No,,,,,Yes,,,,www.Yourindependentgrocer.ca/Covid19,Yes,,,,,,,,,,,,
,869,Good Health Pharmasave,,,,Gloucester,4188 Spratt Road Unit 2,,K1V 0Z6,ON,45.2831139,-75.6863032,,Ottawa Public Health,,,www.goodhealthpharmasave.com,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,10:00-16:00,closed,,Yes,No,,,,,Yes,,,,www.goodhealthpharmasave.com,Yes,,,,,,,,,,,,
,870,Sobeys Pharmacy,,,,Kanata,700 Terry Fox Drive,,K2L 4H4,ON,45.292185,-75.896085,,Ottawa Public Health,,,www.pharmacyappointments.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.pharmacyappointments.ca,Yes,,,,,,,,,,,,
,871,Sobeys Pharmacy,,,,Orleans,5150 Innes Road,,K4A 0G4,ON,45.469495,-75.456124,,Ottawa Public Health,,,www.pharmacyappointments.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.pharmacyappointments.ca,Yes,,,,,,,,,,,,
,872,Osgoode Pharmacy,,,,Osgoode,3192 Logan Farm Drive,,K0A 2W0,ON,45.14947,-75.602977,,Ottawa Public Health,,613-826-0667,www.osgoodepharmacy.com,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-12:00,closed,,Yes,No,,,,,Yes,,,,www.osgoodepharmacy.com,Yes,,,,,,,,,,,,
,873,Innes IDA Pharmacy,,,,Orleans,4473 Innes Road Unit 101,,K4A 1A7,ON,45.461728,-75.486032,,Ottawa Public Health,,613-424-8444,www.INNESIDAPHARMACY.CA,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-13:00,closed,,Yes,No,,,,,Yes,,,,www.INNESIDAPHARMACY.CA,Yes,,,,,,,,,,,,
,874,Sobeys Pharmacy,,,,Kanata,840 March Road,,K2K 1X7,ON,45.3578669,-75.9337194,,Ottawa Public Health,,,www.pharmacyappointments.ca,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-17:00,,Yes,No,,,,,Yes,,,,www.pharmacyappointments.ca,Yes,,,,,,,,,,,,
,875,Stittsville Whole Health Pharmacy,,,,Ottawa,1609 Stittsville Main St. Unit C,,K2S 1B8,ON,45.2554602,-75.9162265,,Ottawa Public Health,,,www.stittsvillewhp.com,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,10:00-18:00,10:00-14:00,,Yes,No,,,,,Yes,,,,www.stittsvillewhp.com,Yes,,,,,,,,,,,,
,876,Apothe Sos Pharmacy,,,,Ottawa,314 Central Park Drive Unit 8,,K2C 0R2,ON,45.368296,-75.733398,,Ottawa Public Health,,613-680-8858,www.apothesospharmacy.ca,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-12:00,closed,,Yes,No,,,,,Yes,,,,www.apothesospharmacy.ca,Yes,,,,,,,,,,,,
,877,Costco Pharmacy,,,,Mississauga,5900 Rodeo Drive,,L5R 3S9,ON,43.612251,-79.690444,,Peel Public Health,,,https://b.telehippo.com/o/w526,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://b.telehippo.com/o/w526,Yes,,,,,,,,,,,,
,878,Costco Pharmacy,,,,Mississauga,3180 Laird Road,,L5L 6A2,ON,43.5210084,-79.6888509,,Peel Public Health,,,https://b.telehippo.com/o/w531,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://b.telehippo.com/o/w531,Yes,,,,,,,,,,,,
,879,Costco Pharmacy,,,,Brampton,100 Biscayne Crescent,,L6W 4S1,ON,43.6833,-79.712273,,Peel Public Health,,,https://b.telehippo.com/o/w162,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-20:30,09:00-18:00,09:00-18:00,,Yes,No,,,,,Yes,,,,https://b.telehippo.com/o/w162,Yes,,,,,,,,,,,,
,880,Shoppers Drug Mart,,,,Mississauga,4141 Dixie Road,,L4W 1V5,ON,43.6250432,-79.6042547,,Peel Public Health,,905-625-4130,www.shoppersdrugmart.ca/covid19,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,09:00-00:00,,Yes,No,,,,,Yes,,,,www.shoppersdrugmart.ca/covid19,Yes,,,,,,,,,,,,
,881,Wal-Mart Pharmacy,,,,Mississauga,100 City Centre Drive,,L5B 2C9,ON,43.593224,-79.644038,,Peel Public Health,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,,Yes,No,,,,,Yes,,,,https://www.walmart.ca/en/covid19-vaccinations-centre-info,Yes,,,,,,,,,,,,
