ï»¿active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,region,region_fr,phu_id,PHU,PHU_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,additional_information,additional_information_fr,age_threshold,asl_interpretation,email,first_nations,free_parking,french_language_services,general_population,holiday_hours,paid_parking,pharmacy,public_transit,symptomatic,temporarily_closed,weeks_pregnant
Yes,297,The Medicine Shoppe Pharmacy,,Retail Banner Group,,London,279 Wharncliffe Road North,279 Wharncliffe Road Nord,N6H 2C2,ON,42.993235,-81.264552,West,Ouest,,Middlesex-London Health Unit,Bureau de santÃ© de Middlesex-London,519-434-4774,https://www.medicineshoppe.ca/en/ontario/london/the-medicine-shoppe-pharmacy-190-7016244,8:30 - 18:00,8:30 - 18:00,8:30 - 18:00,8:30 - 18:00,8:30 - 17:30,10:00 - 14:00,10:00 - 14:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,298,The Medicine Shoppe Pharmacy,,Retail Banner Group,,Caledonia,55 Argyle St. North,"55, rue Argyle Nord",N3W 1B8,ON,43.074612,-79.951863,West,Ouest,,Haldimand-Norfolk Health Unit,Bureau de santÃ© de Haldimand-Norfolk,905-765-3332,https://www.medicineshoppe.ca/en/ontario/caledonia/the-medicine-shoppe-pharmacy-210-7003593,9:00 - 19:30,9:00 - 17:30,9:00 - 17:30,9:00 - 17:30,9:00 - 17:30,9:00 - 13:00,Â ,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,299,The Medicine Shoppe Pharmacy,,Retail Banner Group,,Ottawa,381 Kent St.,"381, rue Kent",K2P 2A8,ON,45.412714,-75.696838,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-232-4337,https://www.medicineshoppe.ca/en/ontario/ottawa/the-medicine-shoppe-pharmacy-271-7021282,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,10:00 - 15:00,Â ,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,300,Kennedy Medical Plex Pharmacy IDA,,Retail Banner Group,,Brampton,7-2 Kennedy Road South,7-2 Kennedy Road Sud,L6W 2W1,ON,43.695688,-79.748271,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-455-2929,https://www.guardian-ida-pharmacies.ca/en/ontario/brampton/kennedy-medical-plex-pharmacy-ida-7027581,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 17:00,9:00 - 17:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,301,London Medical Plex Pharmacy,,Retail Banner Group,,London,1807 Wonderland Road North,1807 Wonderland Road Nord,N6G 5C2,ON,43.02066,-81.312416,West,Ouest,,Middlesex-London Health Unit,Bureau de santÃ© de Middlesex-London,519-473-4848,https://www.guardian-ida-pharmacies.ca/en/ontario/london/london-medical-plex-pharmacy-7027570,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 17:00,9:00 - 17:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,302,Credit Ridge Remedyâ€™s Rx Pharmacy,,Retail Banner Group,,Brampton,7-9525 Mississauga Road,7-9525 Mississauga Road,L6X 0Z8,ON,43.658365,-79.816897,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-451-4888,http://www.bramptonpharmacist.ca,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 19:00,9:30 - 16:00,Â ,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,303,Medpoint Care Pharmacy,,Retail Banner Group,,London,355 Wellington St. Unit 169,"355, rue Wellington, unitÃ© 169",N6A 3N7Â ,ON,42.984022,-81.245606,West,Ouest,,Middlesex-London Health Unit,Bureau de santÃ© de Middlesex-London,519-434-1111,https://www.guardian-ida-pharmacies.ca/en/ontario/london/medpoint-care-pharmacy-7015702Â ,9:00 - 17:30Â ,9:00 - 17:30Â ,9:00 - 17:30Â ,9:00 - 17:30Â ,9:00 - 17:30Â ,10:00 - 14:00,,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,304,Loyalist Pharmacy - Pharmasave,,Independent,,Amherstview,200 Speers Blvd,"200, boulevard Speers",K7N 1Y7,ON,44.224098,-76.663118,East,Est,,"Kingston, Frontenac and Lennox & Addington Health Unit",Bureau de santÃ© de Kingston,613-507-5800,https://loyalist.medmeapp.com/,9:00 - 17:00,9:00 - 17:00,9:00 - 17:00,9:00 - 17:00,9:00 - 17:00,,,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,305,844 Bathurst St. - Metro Drugs,,Independent,,Toronto,844 Bathurst St.,"844, rue Bathurst",M5R 3G1,ON,43.666256,-79.412098,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-537-1900,http://www.metrodrugs.ca ,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 18:00,9:00 - 14:00,,,Yes,No,,,,,,1y,,,,,,,,,Yes,,,,
Yes,306,129 Dundas Street East - Metro Drugs,,Independent,,Toronto,129 Dundas Street East,"129, rue Dundas Est",M5B 2N6,ON,43.656554,-79.376161,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-363-7300,http://www.metrodrugs.ca ,8:00 - 18:00,8:00 - 18:00,8:00 - 18:00,8:00 - 18:00,8:00 - 18:00,9:00 - 16:00,9:00 - 16:00,,Yes,No,,,,,,1y,,,,,,,,,Yes,,,,
Yes,307,Pharmaessence Drug Mart,,Independent,,Georgetown ,120 Guelph St.,"120, rue Guelph",L7G 4A4,ON,43.650737,-79.913837,Central,Centre,,Halton Region Health Department,Service de santÃ© de la rÃ©gion d'Halton,905-873-9666,http://www.pharmaessence.ca,9:30 - 17:00,9:30 - 17:00,9:30 - 17:00,9:30 - 17:00,9:30 - 17:00,10:00 - 14:00,,,Yes,No,,,,,,4y,,,,,,,,,Yes,,,,
Yes,308,TMC Pharmacy,,Independent,,London,990 Gainsborough Road,990 Gainsborough Road,N6H 5L4,ON,42.999011,-81.329217,West,Ouest,,Middlesex-London Health Unit,Bureau de santÃ© de Middlesex-London,519-914-1162,http://www.tmcpharmacy.ca ,8:30 - 18:30,8:30 - 18:30,8:30 - 18:30,8:30 - 18:30,8:30 - 17:30,10:00 - 15:00,,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,309,Chatham Family Pharmacy,,Independent,,Chatham,835 Queen St. South,"835, rue Queen Sud",N7M 2K5,ON,42.388545,-82.165669,West,Ouest,,Chatham-Kent Health Unit,Bureau de santÃ© de Chatham-Kent,519-397-2324,http://www.chathamfamilypharmacy.ca ,8:00 - 18:00,8:00 - 18:00,8:00 - 18:00,8:00 - 18:00,8:00 - 18:00,9:00 - 13:00,,,Yes,No,,,,,,2y,,,,,,,,,Yes,,,,
Yes,310,Pharmore Pharmacy,,Independent,,Markham,7 Eastvale Drive,7 Eastvale Drive,L3S 4N8,ON,43.838376,-79.244699,Central,Centre,,York Region Public Health Services,Service de santÃ© de la rÃ©gion de York,905-294-1100,http://www.pharmorepharmacy.ca,9:30 - 17:00,9:30 - 17:00,9:30 - 17:00,9:30 - 17:00,9:30 - 14:00,10:00 - 14:00,,,Yes,No,,,,,,6y,,,,,,,,,Yes,,,,
Yes,311,Simpson's Pharmasave - Pharmasave,,Independent,,Niagara-on-the-Lake,1882 Niagara Stone Road,1882 Niagara Stone Road,L0S 1T0,ON,43.235823,-79.105364,West,Ouest,,Niagara Region Public Health Department,Service de santÃ© publique rÃ©gionale de Niagara,905-468-2121,https://simpsonspharmacy.ca/ ,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 17:00,,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,312,Lancaster Wellness Pharmacy (Guardian),,Independent,,Kitchener,493 Lancaster St. West,"493, rue Lancaster Ouest",N2K 1L8,ON,43.475642,-80.4849,West,Ouest,,"Region of Waterloo, Public Health",Bureau de santÃ© publique de la rÃ©gion de Waterloo,519-745-4444,http://www.lancasterwellnesspharmacy.com ,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 14:00,,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,313,Dale's Pharmacy Parliament,,Independent,,Toronto,572 Parliament St.,"572, rue Parliament",M4X 1P8,ON,43.667561,-79.369468,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-921-5700,http://www.dalespharmacy.ca ,9:00 - 17:30,9:00 - 17:30,9:00 - 17:30,9:00 - 17:30,9:00 - 17:30,,,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,314,Keele and Finch Pharmacy - Pharmasave,,Independent,,Toronto,1275 Finch Avenue West ,"1275, avenue Finch Ouest",M3J 2G5,ON,43.763935,-79.487526,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,647-349-2273,https://pharmasave.com/store/pharmasave-university-heights-pharmacy/ ,9:00 - 17:00,9:00 - 17:00,9:00 - 17:00,9:00 - 17:00,9:00 - 17:00,9:00 - 15:00,,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,315,Winston Churchill and Dundas Pharmacy,,Independent,,Mississauga,3018 Winston Churchill Blvd,"3018, boulevard Winston Churchill",L5L 2V7,ON,43.522813,-79.682616,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-828-4100,,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,12:00 - 17:00,10:00 - 19:00,,,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,316,Huron Street Dispensary - Pharmasave,,Independent,,Woodstock,95 Huron St.,"95, rue Huron",N4S 6Z5,ON,43.1348,-80.748462,West,Ouest,,Southwestern Public Health,Bureau de santÃ© publique du Sud-Ouest,519-539-2888,https://pharmasave.com/store/pharmasave-huron-street/ ,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 17:00,10:00 - 14:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,317,Hauser's Pharmacy,,Independent,,Hamilton,"1010 Upper Wentworth St., Unit 1A","1010, rue Upper Wentworth, unitÃ© 1A",L9A 4V9,ON,43.216969,-79.865515,West,Ouest,,Hamilton Public Health Services,Services de santÃ© publique d'Hamilton,905-381-4420,http://www.hauserspharmacy.com ,9:00 - 17:00,9:00 -Â 17:00,9:00 - 17:00,9:00 - 17:00,9:00 - 17:00,9:00 - 13:00,,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,318,Bloor-Sherbourne Pharmacy,,Independent,,Toronto,608 Sherbourne St.,"608, rue Shebourne",M4X 1X6,ON,43.672023,-79.377024,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-944-1122,,9:30 - 19:00,9:30 - 19:00,9:30 - 19:00,9:30 - 18:00,9:30 - 18:00,10:00 - 14:00,Â ,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,319,COVID-19 Care and Testing Centre â€“  Ray Friel,,Hopital Montfort,,Orleans ,1585 Tenth Line Rd,,K1E 3E8,ON,45.472165,-75.491907,East,Est,,Ottawa Public Health,,613-288-5353,https://ottawa.ca/en/recreation-and-parks/recreation-facilities/facility-listing/ray-friel-recreation-complex,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,,Yes,No,No,,,"The COVID-19 Care Clinics are out-of-hospital clinics where people will be assessed by a healthcare provider, tested, and treated for respiratory illness, if required. The clinics are run by local hospitals in partnership with the City of Ottawa, primary care physicians, community pediatricians, the regional COVID-19 planning team and Ottawa Public Health. They are equipped to do basic diagnostic tests, such as chest X-rays and lab tests.   The Care Clinic will help people get treatment they require for respiratory illness, while helping keep Emergency Departments available for other emergencies.





You should come to the COVID-19 Care Clinics if:


You have escalating symptoms of respiratory illness, including a fever or worsening cough and flu-like symptoms, and are in need of medical attention.  For general information, please call 613-580-2400 or 1-866-261-9799",,,,,,,,,,,,,Yes,,
Yes,319,Marsellus Pharmacy - Pharmasave,,Independent,,Barrie,2 Marsellus Drive ,2 Marsellus Drive ,L4N 0Y4,ON,44.338735,-79.720795,Central,Centre,,Simcoe Muskoka District Health Unit,Bureau de santÃ© publique du district de Simcoe-Muskoka,249-880-4606,https://pharmasave.com/barrie-marsellus-drive/prescriptions/ ,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,10:00 - 16:00,,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,320,Main Drug Mart,,Independent,,Toronto,1333 Sheppard Ave. East ,"1333, avenue Sheppard Est",M2J 1V1,ON,43.771467,-79.361094,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,647-400-2588,http://www.maindrugmartcompounding.com ,9:00 - 18:00,9:00 - 17:00,9:00 - 18:00,9:00 - 17:00,9:00 - 17:00,11:00 - 14:00,,,Yes,No,,,,,,6y,,,,,,,,,Yes,,,,
Yes,321,799 Milner Ave - Walmart,,Walmart,,Scarborough,799 Milner Ave.,799 av Milner,M1B 3C3,ON,43.7976385,-79.201758,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-281-4643,http://www.walmart.ca/en/stores-near-me/morningside-scarborough-supercentre-3111,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,322,Centretown Pharmacy,,Independent,,Ottawa,326 Bank St.,"326, rue Bank",K2P 1Y1,ON,45.4142394,-75.695632,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-422-2900,http://www.facebook.com/centretownpharmacy/,6:00 - 18:00,6:00 - 18:00,6:00 - 18:00,6:00 - 18:00,6:00 - 18:00,8:00 - 16:00,8:00 - 16:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,323,MediOne Rx,,Independent,,Thornhill,100 Steeles Ave. West,"100, rue Steeles Ouest",L4J 7Y1,ON,43.7979124,-79.425512,Central,Centre,,York Region Public Health Services,Service de santÃ© de la rÃ©gion de York,289-807-0570,http://www.medionerx.com,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 16:00,10:00 - 16:00,10:00 - 16:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,324,Brady's Drug Store,,Independent,,Essex,186 Talbot St. South,"186, rue Talbot Sud",N8M 1B6,ON,42.1685043,-82.814964,West,Ouest,,Windsor-Essex County Health Unit,Bureau de santÃ© du comtÃ¨ de Windsor-Essex,519-961-9610,http://www.bradysdrugstore.com,9:00 - 20:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 13:00,9:00 - 13:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,325,Erin Creek Pharmasave,,Independent,,Mississauga ,6400 Millcreek Drive,6400 Millcreek Drive,L5N 3E7 ,ON,43.5887472,-79.740333,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-858-6844,http://www.erincreekpharmacy.com,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 17:00,9:00 - 16:00,,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,326,Heydenshore Pavilion COVID-19 Assessment Centre ,,Lakeridge Health,Lakeridge Health,Whitby,589 Water Street,,L1N 9V9,ON,43.850009,-78.921170,East,Est,,Durham Region Health Department,,,http://durhamcovidswab.lh.ca/,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,Yes,No,No,,,,,,,,,,,,,,,,Yes,,
Yes,326,Eagle Manor Pharmacy - Pharmasave,,Independent,,Toronto,1901 Weston Road,1901 Weston Road,M9N 3P5,ON,43.7004056,-79.51651,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-241-1115,https://pharmasave.com/store/pharmasave-eagle-manor/,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 18:00,,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,327,Long Sault Pharmacy - Pharmasave,,Independent,,Long Sault,43 Long Sault Drive,43 Long Sault Drive,K0C 1P0,ON,45.0291622,-74.894363,East,Est,,Eastern Ontario Health Unit,Bureau de santÃ© de l'est de l'Ontario,613-534-3777,http://www.southstormontpharmacies.com,9:30 - 18:00,9:30 - 18:00,9:30 - 18:00,9:30 - 18:00,9:30 - 20:00,10:00 - 17:00,10:00 - 17:00,,Yes,No,,,,,,2y,,,,,,,,,Yes,,,,
Yes,328,Cornerstone Pharmacy,,Independent,,Brampton,"8990 Chinguacousy Road, Unit B19","8990 Chinguacousy Road, Unit B19",L6Y 5X6,ON,43.664775,-79.781446,Central,Centre,,Peel Public Health,Bureau de santÃ© de la rÃ©gion de Peel,905-450-6500,http://www.cornerstonepharmacy.ca,9:00 - 21:00,9:00- 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 18:00,9:00 - 18:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,329,Pharmacy 101,,Independent,,Cobourg,464 Division St.,"464, rue Division",K9A 3S2,ON,43.9658362,-78.167655,East,Est,,"Haliburton, Kawartha, Pine Ridge District Health Unit",Bureau de santÃ© du district d'Haliburton-Kawartha-Pine Ridge,905-269-0828,http://www.pharmacy101.ca ,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 17:00,11:00 - 16:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,330,Morrison Pharmacy - Pharmasave,,Independent,,Niagara Falls,4725 Dorchester Road,4725 Dorchester Road,L2E 0A8,ON,43.1054499,-79.112166,West,Ouest,,Niagara Region Public Health Department,Service de santÃ© publique rÃ©gionale de Niagara,289-296-7600,https://pharmasave.com/store/pharmasave-morrison-pharmacy/ ,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 19:00,9:00 - 17:00,11:00 - 15:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,331,Saver's PharmaChoice ,,Independent,,Oshawa,97 King St. East,"97, rue King Est",L1H 1B8,ON,43.8981304,-78.8599642,East,Est,,Durham Region Health Department,Service de santÃ© de la rÃ©gion de Durham,365-881-5655,http://www.bookmyshot.com/covid/365-881-5655,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 20:00,9:00 - 19:00,10:00 - 17:00,11:00 - 17:00,,Yes,No,,,,,,5y,,oshawacovidcenter@gmail.com,,,,,,,Yes,,,,
Yes,332,8300 Highway 27 - Walmart,,Walmart,,Woodbridge,8300 Highway 27,8300 Highway 27,L4H 0R9,ON,43.7867812,-79.626782,Central,Centre,,York Region Public Health Services,Service de santÃ© de la rÃ©gion de York,905-851-3894,https://www.walmart.ca/en/stores-near-me/woodbridge-supercentre-1081,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,333,1070 Major Mackenzie Drive East - Walmart,,Walmart,,Richmond Hill,1070 Major Mackenzie Drive East,1070 Major Mackenzie Drive Est,L4S 1P3,ON,43.87734,-79.408434,Central,Centre,,York Region Public Health Services,Service de santÃ© de la rÃ©gion de York,905-883-5305,https://www.walmart.ca/en/stores-near-me/richmond-hill-supercentre-3195,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,7:00 - 23:00,8:00 - 22:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,334,Auduzhe Mino Nesewinong (Place of Healthy Breathing),,"COVID-19 testing centre run by and for First Nations, Inuit and MÃ©tis peoples",,Toronto,22 Vaughan Road,,M6G 2N1,ON,43.681814,-79.418499,Toronto ,Toronto ,,Toronto Public Health,,416-654-4184,,13:00-17:00,16:00-20:00,,,10:00-14:00,11:00-15:00,,,Yes,No,No,,,Appointment only. Call 416-654-4184 or email appointment@healthybreathing.co to make an appointment.,,,,appointment@healthybreathing.com,"First Nations, Inuit and MÃ©tis ",,,,,,,,Yes,,
Yes,334,Pharmacie Jean Coutu Pharmacy,,Independent,,Rockland,2246 Laurier St.,"2246, rue Laurier",K4K 1L4 ,ON,45.503158,-75.223869,East,Est,,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,613-446-5054,http://www.jeancoutu.com,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 21:00,9:00 - 18:00,9:00 - 18:00,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,335,Matheson Bingham Memorial Assessment Centre,,,,Matheson,507 8th Avenue,,P0K 1N0,ON,48.541504,-80.470913,North ,Nord,,Porcupine Health Unit,,888-962-8718,https://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-assessment-centres/,,,09:00-15:00,,,,,,Yes,No,No,,,"Please call to schedule an appointment. After hours, please call the hospital in advance for instructions. No walk-ins at the Emergency Department please. Call to schedule apt 1888 962 8718",,,,,,,,,,,,,Yes,,
Yes,335,Central Weston Pharmacy ,,Independent,,Toronto ,2105 Weston Road,2105 Weston Road,M9N 1X7,ON,43.702398,-79.523408,Toronto,Toronto,,Toronto Public Health,Bureau de santÃ© de Toronto,416-241-2111,,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:30 - 16:00,,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,336,Hogan Pharmacy,,Independent,,Sarnia,481 London Road,481 London Road,N7T 4X3,ON,42.977759,-82.389172,West,Ouest,,Lambton Health Unit,Bureau de santÃ© de Lambton,519-332-1032,http://www.hoganpharmacy.com,8:30 - 19:30,8:30 - 19:30,8:30 - 19:30,8:30 - 19:30,8:30 - 19:30,9:00 - 13:00,,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,337,NorthPark Pharmacy,,Independent,,Waterloo,"99 Northfield Drive East, Unit 100","99 Northfield Drive Est, unitÃ© 100",N2K 3P9,ON,43.504701,-80.525427,West,Ouest,,"Region of Waterloo, Public Health",Bureau de santÃ© publique de la rÃ©gion de Waterloo,519-885-7000,,10:00 - 17:00,10:00 - 17:00,9:00 - 15:00,10:00 - 17:00,9:00 - 15:00,11:00 - 13:00,,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,338,Chancellors Way Pharmacy,,Independent,,Guelph,"175 Chancellors Way, Unit 105","175 Chancellors Way, unitÃ© 105",N1G 0E9,ON,43.523741,-80.234190,West,Ouest,,Wellington-Dufferin-Guelph Health Unit,Bureau de santÃ© de Wellington-Dufferin-Guelph,519-824-6445,https://chancellorswaypharmacy.com/,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,,,Yes,No,,,,,,5y,,,,,,,,,Yes,,,,
Yes,339,Med+ Pharmacy,,Independent,,Kingston,277 Bath Road,277 Bath Road,K7M 2X6,ON,44.240331,-76.524996,East,Est,,"Kingston, Frontenac and Lennox & Addington Health Unit",Bureau de santÃ© de Kingston,613-531-0707,,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,9:00 - 18:00,10:00 - 14:00,10:00 - 14:00,,Yes,No,,,,,,,,,,,,,,,Yes,,,,
Yes,340,Michael Garron Hospital (MGH) temporary testing site: East York,,Michael Garron Hospital,,East York,1081 Â½ Pape Avenue,,M4K 3W4,ON,43.691275,-79.349248,Toronto,Toronto,,,,416-396-2880,https://www.tehn.ca/programs-services/covid-19-assessment-centre/temporary-covid-19-testing-sites-east-toronto,13:00-19:00,13:00-19:00,13:00-19:00,,,,13:00-19:00,,,Yes,,,,,,,,,,,,,,,,,,,
Yes,341,Michael Garron Hospital (MGH) temporary testing site: Flemingdon Park,,Michael Garron Hospital,,North York,29 Street Dennis Drive,,M3C 3J3,ON,43.717905,-79.331857,Toronto,Toronto,,,,416-395-7972,https://www.tehn.ca/programs-services/covid-19-assessment-centre/temporary-covid-19-testing-sites-east-toronto,,13:00-19:00,,13:00-19:00,,,13:00-19:00,,,Yes,,,,,,,,,,,,,,,,,,,
Yes,342,Michael Garron Hospital (MGH) temporary testing site: Flemingdon Park,,Michael Garron Hospital,,North York,165 Grenoble Drive,,M3C 3E7,ON,43.713205,-79.327611,Toronto,Toronto,,,,416-395-7838,https://www.tehn.ca/programs-services/covid-19-assessment-centre/temporary-covid-19-testing-sites-east-toronto,13:00-19:00,,13:00-19:00,,,13:00-19:00,,,,Yes,,,,,,,,,,,,,,,,,,,
No,343,Michael Garron Hospital (MGH) temporary testing site: South Riverdale,,Michael Garron Hospital,,Toronto,955 Queen Street East,,M4M 3P3,ON,43.661149,-79.339201,Toronto,Toronto,,,,416-461-1925,https://www.tehn.ca/programs-services/covid-19-assessment-centre/temporary-covid-19-testing-sites-east-toronto,10:00-14:00,17:00-19:00,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
Yes,344,Michael Garron Hospital (MGH) temporary testing site: Warden Woods,,Michael Garron Hospital,,Scarborough,76 Firvalley Court,,M1L 1N9,ON,43.703819,-79.277987,Toronto,Toronto,,,,416-694-1138,https://www.tehn.ca/programs-services/covid-19-assessment-centre/temporary-covid-19-testing-sites-east-toronto,,,,13:00-19:00,13:00-19:00,13:00-19:00,13:00-19:00,,,Yes,,,,,,,,,,,,,,,,,,,
Yes,345,Temporary testing site: St. James Town Community Corner,,St. James Town Community Corner,,Toronto,200 Wellesley Street East,,M4X 1G3,ON,43.668107,-79.373525,Toronto,Toronto,,,,416-254-4006,https://www.toronto.ca/home/covid-19/covid-19-what-you-should-do/covid-19-have-symptoms-or-been-exposed/covid-19-assessment-centres/,,09:30-06:30,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
Yes,346,Wasaga Beach Regional Assessment Centre,,Georgian Bay Family Health Team ,,Wasaga Beach,1724 Mosley Street ,,L9Z 1Z8,ON,44.479661,-80.068726,Central,Centre,,Simcoe Muskoka District Health Unit,,705-444-5885,http://www.gbfht.ca/cac,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,,Yes,,No,,,"Wasaga Beach RecPlex. Located in the parking lot, there is no parking fee.

Please use the wait list app on www.gbfht.ca/cac or call to schedule an appointment",,,,,,Yes,,,,,,,,,
Yes,347,Grey Bruce Health Services - Southampton ,,Grey Bruce Health Services,,Southampton,340 High Street,,N0H 2L0,ON,44.493780,-81.365455,West,Ouest,,Grey Bruce Health Unit,,519-378-1466,https://www.gbhs.on.ca ,16:00-20:00,16:00-20:00,,16:00-20:00,,,,,Yes,No,No,,,"To schedule a COVID-19 test, visit www.gbhs.on.ca or call 519-378-1466.",,,,,,,,,,,,,,,
